path	format	bytes	width_px	height_px	animated_frame_count	sha256	duration_ms	metadata_status	human_visual_review
apps/docs/brand/conation-app-icon-master-v1.png	PNG	1248699	1254	1254	1	111156e7dec032c9725f5efe7ad94bebe07f00e4dc9a537e62f6a83f59030dea	n/a	ok	required
apps/docs/brand/conation-combined-lockup-master-v1.png	PNG	365586	2172	724	1	974b4c71965df3e2266c74d6545621bc580b4270d12aa1512d31a7a2d46ce453	n/a	ok	required
apps/docs/brand/conation-favicon.png	PNG	1523	32	32	1	14bebeecf77a93f5d28af360d5005651f5717d060da4b70f549a0c88dedb32ed	n/a	ok	required
apps/docs/favicon.svg	SVG	397	174	174	n/a	dd24f73a068ef33f8fd78c0eb460381f8d9896d07c2d4307e7f8e08281be1f75	n/a	ok	required
apps/docs/images/Macro-Big-QR.png	PNG	3540	216	216	1	c345f128f543b1e1489f7400e7147d25678632afc38f4b88f3f4dffa5f52983e	n/a	ok	required
apps/docs/images/Macro-Mobile-QR-Code.png	PNG	3304	210	210	1	473e6054a83b86a59aa18ba3c9ff219bf36e8d7421672609edb975253af35059	n/a	ok	required
apps/docs/images/Macro_Snippets.gif	GIF	5212056	1280	720	66	88a463b99a93c3c860a2e7a5cf48cebd126cc19491cbbdaf4c8306732896935c	4390	ok	required
apps/docs/images/Mark_june.png	PNG	1536	160	106	1	b1de247e1216e3dc9e851b0d1a437fdf9c9df85bfe6d732df1769f0b30991c9e	n/a	ok	required
apps/docs/images/Markdark.png	PNG	1552	160	106	1	04d129af68b4d6eb883761897ca82885054b69cd92af12bad14ea9055d82f7c5	n/a	ok	required
apps/docs/images/Screenshot-2026-06-02-at-6.40.28-PM.png	PNG	25973	698	316	1	78ae7763dde2f4a075520a27ad14bbff03e301e364cc9cb64514793286dd8eea	n/a	ok	required
apps/docs/images/Screenshot-2026-06-03-at-11.52.56-AM.png	PNG	66737	1296	322	1	2c83e34288126448f15478f601d8959cbbd823e6296c35bcfffabb700c5ff4a0	n/a	ok	required
apps/docs/images/Screenshot-2026-06-03-at-4.54.24-PM.png	PNG	105168	1642	390	1	3da4efbfc1827984a184712ce5e92384f05f58304c00707a2e84fff646b4b798	n/a	ok	required
apps/docs/images/Screenshot-2026-06-03-at-5.01.06-PM.png	PNG	218344	1292	1054	1	1ff0efea822646e1d835b4b504f815b4936286a6509a6b8a4a17a24289c4ade2	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-11.33.57-AM.png	PNG	687842	3456	2216	1	5b9c6b28752ca7a005b8742ced6233ca4a252cb9c091f8cf5c471d22c6d51bdc	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-3.59.21-PM.png	PNG	99726	1700	718	1	ea3fddec9c1ba7e3198427eedadbd1a7e6288ff8fca1fa63100088764c9ea5d4	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-3.59.41-PM.png	PNG	194200	1496	734	1	3565835cb4d09e2ebf18106cb04609f02e8f2f6f7ecf32ec8d543b3b44867aef	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-4.00.02-PM.png	PNG	205538	750	1318	1	e4836e43fda8b75bdc599a185e5322af4fda8dbb1eaa7d750da916d9bc524a8a	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-4.00.50-PM.png	PNG	80070	1160	582	1	1bc2ac90daf4cdbbf3f597d78ce888580e1b76aa14b3cb74a1723a84594b43f3	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-4.02.53-PM.png	PNG	46760	1504	154	1	9294e0ed5f312ae5d522efe79234f6f0035ffc63d55eecdc794da213486f7ab8	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-4.05.22-PM.png	PNG	57448	1204	806	1	06437df528d1360a85654f63e332e182ed577d22db32cded2f6b572ecb2d5901	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-4.24.24-PM.png	PNG	46615	840	392	1	48c8c2723851dd3a24ad3f45cff8892b8c1f6d3fd4b680091f6eb917ef952142	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-4.25.31-PM.png	PNG	175687	1632	958	1	785411adc20123409c5662e200cf9d96b11875d24113ae511c778783ab00bd78	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-4.26.45-PM.png	PNG	98183	824	886	1	1dbae88659ae58d472deff14679a049506c3625eaeb1827635d5b61f7bbea2d0	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-4.49.29-PM.png	PNG	2207744	3456	2172	1	79ea71345e059ddeb2a6f0639c0d676604dbde5f52e093b754deb7b1a578caa4	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-4.49.50-PM.png	PNG	157374	1430	650	1	ad1aece593e8e74aabe0019cad70eb3a366cc90fbb8a1977bf277e414cf3d328	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-4.50.07-PM.png	PNG	180549	1780	1356	1	cdb8bb50afe68a3776f81d4a118f1e78dd5a849c2f5e2fec1da0cf7dd39cfa43	n/a	ok	required
apps/docs/images/Screenshot-2026-06-09-at-4.50.18-PM.png	PNG	62442	934	386	1	db4e5d37d3fa3abf0c9e8ca047a0ad01a8ea146785d64ed4d02b385f01553499	n/a	ok	required
apps/docs/images/Screenshot-2026-06-11-at-5.13.34-PM.png	PNG	120441	1300	802	1	0e979ab71d725bcc6bcf54c50d2480e0e69d2a9dffa2fc32c882370060ebe2ad	n/a	ok	required
apps/docs/images/agent_email_draft.png	PNG	630822	3519	2160	1	50182c4b1b1ae018a03b4ee4e73824401cf22ffcc7dafc3594eeb2b44bc55056	n/a	ok	required
apps/docs/images/agents_screenshot-1.png	PNG	1170204	3948	2160	1	7c4bc983221170cceaf42381d23daae6fb9283750b61c535c69822315cc0e14a	n/a	ok	required
apps/docs/images/agents_screenshot.png	PNG	1170204	3948	2160	1	7c4bc983221170cceaf42381d23daae6fb9283750b61c535c69822315cc0e14a	n/a	ok	required
apps/docs/images/betterFilter.png	PNG	347568	1312	2160	1	3db91fa84694e0524310a0cc38c188923689fee06a942ce4f34537634bbde485	n/a	ok	required
apps/docs/images/calls_off_switch.png	PNG	389185	3728	2160	1	2fa2d6e83e8deeadc52217a554222d6ef4ce49d71d5b151bc508fa2178087396	n/a	ok	required
apps/docs/images/calls_screenshot.png	PNG	970469	3948	2160	1	eddcc79cc3845b09bdab820ffd150b62c07e2fe24873f3e65eda6a55215bda19	n/a	ok	required
apps/docs/images/calls_summary.png	PNG	1202649	3565	2160	1	6b6912d93e5ecd341602436a3ede4f06e2779c34a5dfc65f170b5637457db263	n/a	ok	required
apps/docs/images/channel-sharing-diagram.svg	SVG	3680	760	400	n/a	38735f33d2a2c9ddd5c9c719a2f6a7be67301c714063aaf385dad9267fc74573	n/a	ok	required
apps/docs/images/channels_screenshot.png	PNG	1200317	3948	2160	1	860206a17e71a5754478f360465a2fbb5be87bea4fc9b30753d29237ca8f100c	n/a	ok	required
apps/docs/images/create_tags.png	PNG	60058	720	660	1	e412afb9fb774467b84e6349a47b6a0a2eb35acd697f7bcaf3d6d10f783fa698	n/a	ok	required
apps/docs/images/crm_better.png	PNG	338349	2550	1520	1	c3aeab3fd2d66d4256e3808489e40efaab52a56027091c3ee79eeca6e9fcb42c	n/a	ok	required
apps/docs/images/crm_board_view.png	PNG	272594	2412	1520	1	cbf59096c704930a8988a3ee1f2c327f4531d0dd9c4fcfa468bbb751d1bb9db2	n/a	ok	required
apps/docs/images/crm_chat.png	PNG	69469	1558	554	1	0fb0ed29db681e4d953ffa0ae3d0192d4a0012f00ca73e6fe18ecdaccb13bf7e	n/a	ok	required
apps/docs/images/crm_emails.png	PNG	138825	1434	928	1	44ca42a8ca2a592bbb28947a901205db335158d616230089b2f5658a9b61e47b	n/a	ok	required
apps/docs/images/crm_list_view.png	PNG	329685	2412	1520	1	854f24a5bd4bca3341ccfc5cd438d60378441c7eb095c88e58c10dfa34fa1a7a	n/a	ok	required
apps/docs/images/doc_screenshot.png	PNG	938906	3948	2160	1	685f44390a75e9d5d23b4bdb9fae37ee3a82314cb3c2477dc1844f54da0675ab	n/a	ok	required
apps/docs/images/email_signal_ss-1.png	PNG	1180410	3948	2160	1	54d7ac30d565c99982b5c5c4b978d2a6a4bbbf5520cc1b7f98773b0d02a64f5a	n/a	ok	required
apps/docs/images/email_signal_ss-2.png	PNG	1180410	3948	2160	1	54d7ac30d565c99982b5c5c4b978d2a6a4bbbf5520cc1b7f98773b0d02a64f5a	n/a	ok	required
apps/docs/images/email_signal_ss.png	PNG	1180410	3948	2160	1	54d7ac30d565c99982b5c5c4b978d2a6a4bbbf5520cc1b7f98773b0d02a64f5a	n/a	ok	required
apps/docs/images/example_automation.png	PNG	105947	1447	1113	1	f6eb608061cafdadf3d3a03e2c1cadb3416774b1dc6accdcf1936a892373224a	n/a	ok	required
apps/docs/images/filter_tags.png	PNG	91829	840	762	1	006231805cedefe78ce63d927cbeb0188fe7dd866b4990f7db625b58d881e2c5	n/a	ok	required
apps/docs/images/github-task-pr.png	PNG	90189	1486	640	1	d1c0b39f86c6d8ae0d2bb9f11ab5fc7168c6e198258a61b447ea42078abcbc23	n/a	ok	required
apps/docs/images/github-task-properties.png	PNG	22707	848	196	1	32affd0c74d21455a888f701de5296df578058b430fc350ad8dae3759ba08c18	n/a	ok	required
apps/docs/images/inbox_full.png	PNG	445360	2960	1792	1	ea1840cfa691758b98b3facba9fdd588d0e98bbb76d43b03104d7c29d92be2ca	n/a	ok	required
apps/docs/images/inbox_screenshot.png	PNG	935520	3948	2160	1	876baeac3278a3238f711a8fb170da957f21f952796bb8aa32374be49da6df5e	n/a	ok	required
apps/docs/images/macro_in_channel.png	PNG	131410	1474	498	1	59709ecd45024543ed4af89296c4235ecf3fad104865c7aa4bb0501c1bcbdbb4	n/a	ok	required
apps/docs/images/model_options.png	PNG	60235	1426	422	1	d8883dad63875d7fe899b7210b849409af3ccc8e97fe0a7f2789e233883df3f9	n/a	ok	required
apps/docs/images/new_channel_ui.png	PNG	57660	1620	524	1	78ed65f06da9fb513d2d96acca9e6b658c1978712cc12178ab7537f23c304db0	n/a	ok	required
apps/docs/images/properties_tab.png	PNG	426183	1846	2160	1	3f446117d45ab28dd6c526188dd81768732eacfe43bcc3e1be6fa2d3eaaa87de	n/a	ok	required
apps/docs/images/search_screenshot-1.png	PNG	1162941	3948	2160	1	4418951067a66aa8ed7685d8baa0c1b220c82d3abe1edc19e60be41116e1611d	n/a	ok	required
apps/docs/images/search_screenshot.png	PNG	1162941	3948	2160	1	4418951067a66aa8ed7685d8baa0c1b220c82d3abe1edc19e60be41116e1611d	n/a	ok	required
apps/docs/images/search_tags.png	PNG	119897	2422	450	1	eae5cd6a7ce8563487e137e2d2cb7d2e77891e7edbf0ccd15c9bd59d3a14cc16	n/a	ok	required
apps/docs/images/settings_tags.png	PNG	65073	1138	874	1	077a04061dfb7e6693173f0c94722c2551dbb7066fc41e2da8ff20f9398df229	n/a	ok	required
apps/docs/images/snippets_create_menu.png	PNG	72456	1116	490	1	403b1ced506cae4f192975f2239141c27ead740fa1e1ff499dde25bc722ac744	n/a	ok	required
apps/docs/images/snippets_insert_demo.webp	WebP	66010	1280	720	1	fd69ea41d87621fea113791116a6db2d1ccd4e067ee5bd60c7d8ad2aaf0ce4b3	n/a	ok	required
apps/docs/images/snippets_team_share.webp	WebP	26488	2000	734	1	d6f78f07d15f956feec615393d3889b4f158c29ad64f0cd6b548d12203084d5a	n/a	ok	required
apps/docs/images/switch-from-clickup.svg	SVG	1374	760	270	n/a	c9ba6308451ade8dadf26a43655f11a14ab2627ded0b0a3033dd70887800f5ed	n/a	ok	required
apps/docs/images/switch-from-linear.svg	SVG	1483	760	270	n/a	0a36ac322367f1c982e95afb5792148f687248b27c76dfb3ad3112a7572f9d86	n/a	ok	required
apps/docs/images/switch-from-notion.svg	SVG	2008	760	270	n/a	8829567d8df12871dd9e67eed9d53a90bab34497feacb0cfb17e332c0c897223	n/a	ok	required
apps/docs/images/switch-from-slack.svg	SVG	2152	760	270	n/a	d766e0a78c1f6b6c19081a869cdec0d8ab41cd00be453c79d4c3119f04026a3f	n/a	ok	required
apps/docs/images/switch-from-superhuman.svg	SVG	2048	760	270	n/a	ebd8dd01d9b0fe211261b5cd215bcdfd2a3af31a9f49fde61d7b624a605671b4	n/a	ok	required
apps/docs/images/task_create2.png	PNG	100304	1440	816	1	dd927ed437e3b1a000240c3c6e7d2c84f23341818fa7018bdf829364e9480ee6	n/a	ok	required
apps/docs/images/task_from_message.png	PNG	3776670	3391	2160	1	092e6c5e5691bc34db080e0132c74bb8fbd346e2dfeeb936a38006400e8a4d5b	n/a	ok	required
apps/docs/images/tasks_screenshot.png	PNG	930298	3948	2160	1	c42a1e19f8f168fa263301bfaa0e447ed6410847ce558c25887f0953d946982e	n/a	ok	required
apps/docs/images/tasks_shared.png	PNG	431631	2576	1520	1	95e67df158c149fc66125bc6074c7158ef58018b3b6a55f0d3a2d7fcd6fb60a4	n/a	ok	required
apps/docs/images/unified-memory-diagram.svg	SVG	3867	760	470	n/a	e818459460893a1355903764ed378ae7411c1015c4c7d556ada9b38d34a3290d	n/a	ok	required
apps/docs/logo/dark.svg	SVG	394	24	24	n/a	c9fe92e58c00f65998d5548170046268e778c75cc93b1ed224b46ec8833ee7fb	n/a	ok	required
apps/docs/logo/light.svg	SVG	394	24	24	n/a	9f26495ba76746d3d05953d872c9bf0a09dc01a7e6d6470aa51915d7b268b967	n/a	ok	required
apps/web/public/brand/conation-app-icon-master-v1.png	PNG	1248699	1254	1254	1	111156e7dec032c9725f5efe7ad94bebe07f00e4dc9a537e62f6a83f59030dea	n/a	ok	required
apps/web/public/brand/conation-combined-lockup-master-v1.png	PNG	365586	2172	724	1	974b4c71965df3e2266c74d6545621bc580b4270d12aa1512d31a7a2d46ce453	n/a	ok	required
apps/web/public/brand/conation-orbit-icon-master-v1.png	PNG	1248699	1254	1254	1	111156e7dec032c9725f5efe7ad94bebe07f00e4dc9a537e62f6a83f59030dea	n/a	ok	required
apps/web/public/brand/conation-wordmark-dark-master-v1.png	PNG	250325	2172	724	1	a51ecd45281efc1976cec6b3ab050e29f4de8657fac0bef2573375f4cba0e5e4	n/a	ok	required
apps/web/public/brand/conation-wordmark-master-v1.png	PNG	250325	2172	724	1	a51ecd45281efc1976cec6b3ab050e29f4de8657fac0bef2573375f4cba0e5e4	n/a	ok	required
apps/web/public/conation-favicon.svg	SVG	223	192	192	n/a	60785dd45fb048ba82a0a6420424854ef90c51dcd4b751557bb4561a7efdb743	n/a	ok	required
apps/web/public/crosshair-cursor.svg	SVG	1514	32	32	n/a	4a8876e55e90e129273f4b879e1d4fb5b6e201955468a56fc96ab6be55ea06e5	n/a	ok	required
apps/web/public/dev/favicon.ico	ICO	58675	256	256	n/a	277d8e2399b08fe7cd0abb1099ce8bbda78c70e53e57f4f176d65cbe4c1043f0	n/a	ok	required
apps/web/public/dev/icon.png	PNG	1523	32	32	1	14bebeecf77a93f5d28af360d5005651f5717d060da4b70f549a0c88dedb32ed	n/a	ok	required
apps/web/public/dev/logo192.png	PNG	26865	192	192	1	09230c450c5251d0b317c9e470932c85c3b8b4aef03f62a9d0d9c81d356fa161	n/a	ok	required
apps/web/public/dev/logo512.png	PNG	202372	512	512	1	0c09f51212d557f482eb24cf9e9e663cd64795ad37b8482b30014d23bbecd3f6	n/a	ok	required
apps/web/public/favicon.ico	ICO	58675	256	256	n/a	277d8e2399b08fe7cd0abb1099ce8bbda78c70e53e57f4f176d65cbe4c1043f0	n/a	ok	required
apps/web/public/icon.png	PNG	1523	32	32	1	14bebeecf77a93f5d28af360d5005651f5717d060da4b70f549a0c88dedb32ed	n/a	ok	required
apps/web/public/local/favicon.ico	ICO	58675	256	256	n/a	277d8e2399b08fe7cd0abb1099ce8bbda78c70e53e57f4f176d65cbe4c1043f0	n/a	ok	required
apps/web/public/local/icon.png	PNG	1523	32	32	1	14bebeecf77a93f5d28af360d5005651f5717d060da4b70f549a0c88dedb32ed	n/a	ok	required
apps/web/public/local/logo192.png	PNG	26865	192	192	1	09230c450c5251d0b317c9e470932c85c3b8b4aef03f62a9d0d9c81d356fa161	n/a	ok	required
apps/web/public/local/logo512.png	PNG	202372	512	512	1	0c09f51212d557f482eb24cf9e9e663cd64795ad37b8482b30014d23bbecd3f6	n/a	ok	required
apps/web/public/logo192.png	PNG	26865	192	192	1	09230c450c5251d0b317c9e470932c85c3b8b4aef03f62a9d0d9c81d356fa161	n/a	ok	required
apps/web/public/logo512.png	PNG	202372	512	512	1	0c09f51212d557f482eb24cf9e9e663cd64795ad37b8482b30014d23bbecd3f6	n/a	ok	required
apps/web/public/ness.png	PNG	40425	420	416	1	1d35793639b4df7e42c0fdf45ddd5d3300b20ca4381964c29b11f841b86ea495	n/a	ok	required
apps/web/public/sam.png	PNG	167569	400	366	1	a7887c1496298231167cb7e0e58b48671ce7f27cf578c22d072ac80b7d90f111	n/a	ok	required
apps/web/public/staging/favicon.ico	ICO	58675	256	256	n/a	277d8e2399b08fe7cd0abb1099ce8bbda78c70e53e57f4f176d65cbe4c1043f0	n/a	ok	required
apps/web/public/staging/icon.png	PNG	1523	32	32	1	14bebeecf77a93f5d28af360d5005651f5717d060da4b70f549a0c88dedb32ed	n/a	ok	required
apps/web/public/staging/logo192.png	PNG	26865	192	192	1	09230c450c5251d0b317c9e470932c85c3b8b4aef03f62a9d0d9c81d356fa161	n/a	ok	required
apps/web/public/staging/logo512.png	PNG	202372	512	512	1	0c09f51212d557f482eb24cf9e9e663cd64795ad37b8482b30014d23bbecd3f6	n/a	ok	required
apps/web/public/support-avatars/pythia.svg	SVG	1077	512	512	n/a	747a50ea243cc8f5e3f87b6a918d9e1d28455b5310bc95696bc30bb499e55e05	n/a	ok	required
apps/web/public/support-avatars/ramzan-kadyrov.svg	SVG	984	512	512	n/a	9e183d68faa11266917f161e0e28ae33d746cbdb7a9f3bf960dff47ba9b00c0d	n/a	ok	required
apps/web/public/support-avatars/tars.svg	SVG	1097	512	512	n/a	9eca70ae017c5bbbea452e5bb0e03ec9d11f675745b7ac7a753a716c6abac425	n/a	ok	required
apps/web/public/teo.png	PNG	128273	400	366	1	7e2c0de16f526a770ff2541d6cbea333d74a15352f9c0f54113eb07a3fc84d56	n/a	ok	required
apps/web/src/components/icon/dots-three-large.svg	SVG	221	256	256	n/a	22935259f2bb6d7c0bbd5780fadcdff3829e0c46ed2ae3541e922a9aefe70e37	n/a	ok	required
apps/web/src/components/icon/conation-apple.svg	SVG	907	24	24	n/a	203393faf9ce9d8a67ce7a7cbb977afa3fce7a058214fbf6dc3d84325f862b46	n/a	ok	required
apps/web/src/components/icon/macro-brand-loader.svg	SVG	2236	480	480	unknown	d7f5ab218235b25e950ca2338763da0bd1869756da4bdd7756fd5a442a1baf77	n/a	ok	required
apps/web/src/components/icon/macro-embed.svg	SVG	371	24	24	n/a	e1d1dafb03fc67878153b3af1bc013a73ed549234be3b65eb8f165a6a47c4ce8	n/a	ok	required
apps/web/src/components/icon/macro-gear.svg	SVG	527	24	24	n/a	c1b38b0e87eac9b7bc9bcc9d9f531cd86930c86e32b0ce3382da4158bdd26fbc	n/a	ok	required
apps/web/src/components/icon/conation-google.svg	SVG	817	24	24	n/a	c7af97ef7602c0855b914e5ab20c31b01b4fa55453a4f1c95ecfb2ae389796dd	n/a	ok	required
apps/web/src/components/icon/macro-grid-noise-loader-4.svg	SVG	1405	32	32	n/a	2f19bfb2fbf8a1aef975f17e8c8784a9cf98ce7597f8ac712903939bf4c04f38	n/a	ok	required
apps/web/src/components/icon/macro-grid-noise-loader.svg	SVG	7240	32	32	n/a	7c2464da64b81168e94b999d0efdc8c3d66fa99d758bb5840cbbe51c6dabbd39	n/a	ok	required
apps/web/src/components/icon/macro-light-dark.svg	SVG	256	24	24	n/a	43c858f9b2231386c5b27f97eba532b6e3cdf5bba2e7f0c563a2ba0c0bda5ccd	n/a	ok	required
apps/web/src/components/icon/macro-logo-badge.svg	SVG	571	24	24	n/a	b984e23c7134ba2d39465f22640161aad58e6364f5d084c95fe12e334ef4675f	n/a	ok	required
apps/web/src/components/icon/macro-logo.svg	SVG	398	24	24	n/a	c438220dba4ba9dc428fa4e3e2bd5ce9cd153632fd250df3b27e2481f9930e91	n/a	ok	required
apps/web/src/components/icon/macro-magnifying-glass.svg	SVG	191	24	24	n/a	e9a06df5cae5c127be97bb3574f9614779ba7beb17e49472d6e4c8f0cb3e6f5b	n/a	ok	required
apps/web/src/components/icon/macro-mail.svg	SVG	285	24	24	n/a	1ff629193de602a071cec6ea6726d20e529c1d1103d1ff633a88c0d4b6958acf	n/a	ok	required
apps/web/src/components/icon/macro.svg	SVG	485	185.06	122.8	n/a	ba3dbba65d610d304bf1c1122f4d4be2d396c7808bdb465fb97ba98b50967d41	n/a	ok	required
apps/web/src/components/icon/mcp-datadog.svg	SVG	3018	24	24	n/a	6ae711b558d67bc4026ac572a21d518bdab9d9dbc8facaeebaa9b804f6bbea50	n/a	ok	required
apps/web/src/components/icon/mcp-github.svg	SVG	842	24	24	n/a	5e2d81ef6b15846ab74e2ef09d270d98e6d6cd0caf16d7016b56b514de96352d	n/a	ok	required
apps/web/src/components/icon/mcp-gmail.svg	SVG	359	24	24	n/a	e3da6558f981cd439119312235fb324bf8f9d83c719770b9b870690269e722e4	n/a	ok	required
apps/web/src/components/icon/mcp-grafana.svg	SVG	3837	24	24	n/a	13c06adcab82ea71538523e7995266ef013fc1b7bde311c14080fbafd98b114d	n/a	ok	required
apps/web/src/components/icon/mcp-linear.svg	SVG	473	24	24	n/a	c7452cabc2b8c0d7677589c52ed65c1daf39670dace1a88c7e43697d0c17ac25	n/a	ok	required
apps/web/src/components/icon/mcp-notion.svg	SVG	998	24	24	n/a	22263b5da8096e160723dc18109e990d61ca5268fdfc92619c2bc42d6ac7f23b	n/a	ok	required
apps/web/src/components/icon/mcp-posthog.svg	SVG	1016	24	24	n/a	d7a0668260d3d8d8e5efa076ab117fb36fab91bb36700e37ab5889bd0a7281a1	n/a	ok	required
apps/web/src/components/icon/mcp-slack.svg	SVG	1125	24	24	n/a	3917be4ac4298b44c625d856b844b43454b9df88edc0ff52d087f92f935e729b	n/a	ok	required
apps/web/src/components/icon/skill.svg	SVG	1109	24	24	n/a	bc07b0b93b459d077c6e0bed0226bee5cf86a45bd75b332c39224ba5ec3c8f87	n/a	ok	required
apps/web/src/components/icon/square-add-emoji.svg	SVG	580	12	12	n/a	42e3723dc4d74d5e9e21e319b4d7100e0863ec1459f0327c16134b24f9fbe7d3	n/a	ok	required
apps/web/src/components/icon/square-command-k.svg	SVG	301	18	18	n/a	c14f40a84ba1155801123583d5fb7ca916c403527b1e6a4be0424fdb0cce2efb	n/a	ok	required
apps/web/src/components/icon/square-edit.svg	SVG	309	12	18	n/a	bf886190de1a7875de233141ecdd325085f26527ec82ceafa5bb28159640054e	n/a	ok	required
apps/web/src/components/icon/square-half-filled.svg	SVG	242	32	32	n/a	834223ef986bad77bc6c66a03bb46ef6e382b120ee8fbdf7b7b44a205fde378c	n/a	ok	required
apps/web/src/components/icon/square-link.svg	SVG	480	12	18	n/a	a4cd90c6cf80a7af7253d5b742a7c14146f27ca977b845def89377220d4420d2	n/a	ok	required
apps/web/src/components/icon/square-pen-create.svg	SVG	819	18	18	n/a	ffb7f18546f4b671eaa402faa33e33906a1c81ba262d653379ce8a8f634af5a5	n/a	ok	required
apps/web/src/components/icon/square-reply.svg	SVG	277	17.5	16	n/a	5b6738af02d68a09d54941d41aab2c572ec1aea991f03cdbab171d3babf7bd7c	n/a	ok	required
apps/web/src/components/icon/square-sidebar.svg	SVG	345	18	18	n/a	76629d9c4380f1302d55774c71e565c1948d40b9fa9d1d968ddda7909b53ad66	n/a	ok	required
apps/web/src/components/icon/square-task-cancelled-circle.svg	SVG	570	12	12	n/a	a747a58475fc8414e606942e4f5732099328d328db5145f7cdc200a44f8ea28b	n/a	ok	required
